Frequency (Hz),Magnitude (dB),Phase (°)
5.0,47.378313528,-160.64151168
5.376197,48.844476617,-170.18972245
5.780698,50.203850622,-179.97247009
6.215634,51.362166491,170.98433836
6.683295,52.410806331,161.86124498
7.186141,53.403497982,152.25840202
7.726822,54.223665533,143.75333968
8.308183,54.989521738,135.04180359
8.933285,55.663795238,126.780748
9.60542,56.228973004,119.03502139
10.328125,56.757025722,111.292712
11.105207,57.195931895,104.55612021
11.940755,57.56132426,97.81554586
12.83917,57.951938787,91.601863459
13.805181,58.249367091,85.776450181
14.843874,58.513357691,80.163757346
15.960717,58.754331519,74.879172898
17.161591,58.95600408,70.03637906
18.452818,59.173314024,65.451305646
19.841196,59.316756154,61.047158661
21.334035,59.467960571,57.021140389
22.939194,59.596032963,53.126816426
24.665124,59.73650741,49.660948618
26.520912,59.818328045,46.245842153
28.516328,59.891342437,43.144110389
30.661878,59.975797496,40.275838527
32.968858,60.056330103,37.472893278
35.449413,60.098367427,34.945573838
38.116604,60.147575575,32.694571237
40.984473,60.210863843,30.40503706
44.068118,60.238328322,28.201983721
47.383775,60.29631619,26.380280794
50.948899,60.316561211,24.652321821
54.782261,60.343107346,22.950787249
58.904043,60.369782638,21.27240537
63.335945,60.387123517,19.796105394
68.1013,60.39112691,18.457404691
73.225198,60.431475129,17.243902459
78.734614,60.44812511,15.976165878
84.658555,60.447642631,14.931583133
91.02821,60.46514626,13.881143688
97.877114,60.475712082,13.00808713
105.241324,60.480908284,12.056768973
113.159613,60.453150994,11.172863004
121.673669,60.490711593,10.42436655
130.828317,60.506129008,9.7729182422
140.671754,60.495657852,8.8331652781
151.255806,60.509448111,8.4263052863
162.636194,60.504513481,7.7416500327
174.872836,60.517497881,7.2960921131
188.030155,60.515947178,6.8304634255
202.177421,60.515281537,6.2502987975
217.389119,60.518347935,5.7993594425
233.745336,60.540812045,5.5868146694
251.332183,60.529921277,5.2082103969
270.242253,60.526226078,4.7016395831
290.575105,60.513133051,4.4121638288
312.437787,60.527725428,4.0370623011
335.945403,60.539090929,3.8827005787
361.221717,60.527877675,3.5910785781
388.399805,60.541887705,3.3020185637
417.622754,60.533219399,3.0482604621
449.044419,60.530004195,2.8851347993
482.830229,60.530592653,2.6222334279
519.158062,60.541743793,2.3377102206
558.219178,60.526738258,2.2667962683
600.219227,60.530986137,2.086429408
645.379332,60.537342721,2.0380283425
693.937253,60.545401153,1.7637895002
746.148642,60.53941028,1.6358041233
802.288381,60.548425679,1.5509629524
862.652038,60.555427261,1.5170585285
927.557418,60.54192499,1.3206253492
997.346235,60.528185017,1.1260714136
1072.385919,60.540861873,1.1840367618
1153.071539,60.552134564,0.97514274099
1239.827893,60.556054492,0.92141057419
1333.111739,60.539329928,0.7753163012
1433.414201,60.550288577,0.82038014389
1541.263354,60.544191611,0.75861216155
1657.227009,60.549001737,0.6251513553
1781.915693,60.541702585,0.57747412738
1915.985873,60.547478758,0.54987631905
2060.143406,60.54257125,0.49446576603
2215.147258,60.546572486,0.44171209314
2381.8135,60.535500518,0.41682033412
2561.019601,60.537514695,0.32940306661
2753.709054,60.53996305,0.26946953021
2960.896335,60.545271987,0.19849180134
3183.672253,60.547260823,0.40345048706
3423.209687,60.555611087,0.11546878384
3680.769761,60.561554428,-0.1016087014
