Frequency (Hz),Magnitude (dB),Phase (°)
5.0,47.487715401,-161.61674622
5.376197,48.953192698,-171.28220774
5.780698,50.299158998,179.12220606
6.215634,51.429741915,169.94328914
6.683295,52.477279432,160.85967504
7.186141,53.460474758,151.43416613
7.726822,54.255262103,142.76514391
8.308183,55.032182848,134.12063332
8.933285,55.677205222,125.96655423
9.60542,56.249721295,118.27404038
10.328125,56.756304325,110.86846196
11.105207,57.202663962,103.99112389
11.940755,57.595872132,97.379183383
12.83917,57.94473375,91.052095305
13.805181,58.242063198,85.339146606
14.843874,58.529943106,79.688057887
15.960717,58.766275532,74.556926171
17.161591,58.995557777,69.687367353
18.452818,59.157617835,65.210235465
19.841196,59.313704425,60.725793565
21.334035,59.46532417,56.809947157
22.939194,59.599195956,52.924435217
24.665124,59.703052833,49.475445235
26.520912,59.803767305,46.065233319
28.516328,59.895680039,42.903737808
30.661878,59.969600101,40.071410874
32.968858,60.032328318,37.380677824
35.449413,60.101064137,34.854064031
38.116604,60.191815385,32.426474661
40.984473,60.190683828,30.166137086
44.068118,60.256057581,28.169548449
47.383775,60.275598204,26.377577266
50.948899,60.315499462,24.311269395
54.782261,60.360297992,22.598730157
58.904043,60.342811532,21.214389919
63.335945,60.380008318,19.625711138
68.1013,60.393102092,18.368677907
73.225198,60.427427607,17.198400021
78.734614,60.431445864,15.877704523
84.658555,60.461669583,14.779439696
91.02821,60.46922188,13.854215098
97.877114,60.472022766,12.880677053
105.241324,60.501820684,11.8924478
113.159613,60.463859932,11.278609255
121.673669,60.482256211,10.375208329
130.828317,60.504976126,9.7743982101
140.671754,60.488231128,8.9294522709
151.255806,60.49867233,8.3257780703
162.636194,60.505791119,7.7707021928
174.872836,60.498706871,7.3639018764
188.030155,60.520092773,6.7573252425
202.177421,60.516628388,6.371642829
217.389119,60.526651994,5.7522113053
233.745336,60.532768237,5.4943261743
251.332183,60.527849354,5.1184582322
270.242253,60.518841258,4.7914119497
290.575105,60.520723475,4.2939885269
312.437787,60.541168902,4.14985354
335.945403,60.540872382,3.777729783
361.221717,60.540899,3.4404144688
388.399805,60.529668107,3.2725068905
417.622754,60.53269705,2.955065683
449.044419,60.53439244,2.8499914918
482.830229,60.545551795,2.5713892375
519.158062,60.517627901,2.4849155121
558.219178,60.527880329,2.3367890901
600.219227,60.530938299,2.2018532214
645.379332,60.524773083,1.9127114703
693.937253,60.559580545,1.799194442
746.148642,60.547437113,1.7952391033
802.288381,60.540481709,1.5465490406
862.652038,60.570722579,1.4234030879
927.557418,60.550917929,1.3222941102
997.346235,60.538917399,1.1705853638
1072.385919,60.542995729,1.1288981663
1153.071539,60.533585739,1.0660767818
1239.827893,60.542419282,0.91908599122
1333.111739,60.560916038,0.88068295277
1433.414201,60.551540495,0.79618473482
1541.263354,60.55996273,0.65943298009
1657.227009,60.541747922,0.54485088966
1781.915693,60.521978312,0.46741880327
1915.985873,60.525951524,0.48785091328
2060.143406,60.551109223,0.29316627891
2215.147258,60.529748767,0.38754545136
2381.8135,60.54609288,0.35926149409
2561.019601,60.550551632,0.24872305382
2753.709054,60.544819364,0.12299212435
2960.896335,60.548160169,0.19536690807
3183.672253,60.512984359,0.15379218105
3423.209687,60.525095923,0.14732346344
3680.769761,60.536843395,0.27264221646
3957.708488,60.536715424,0.030953079869
4255.483905,60.553741728,-0.044014359315
4575.663752,60.536779487,0.030865059549
4919.933722,60.564643086,-0.1026883386
5290.106341,60.531892131,-0.039272061137
5688.130508,60.54520152,-0.43362578708
6116.101754,60.544913981,-0.32809063409
6576.27328,60.531338331,-0.2905818773
7071.067812,60.506001357,-0.19356690088
7603.090363,60.53741042,-0.2770011238
8175.141946,60.521697445,-0.40215224013
8790.234319,60.50739818,-0.4421696649
9451.605842,60.505561607,-0.35913542692
10162.73853,60.55512762,-0.47831669588
10927.376379,60.541868888,-0.46906724651
11749.545084,60.528989158,-0.74234714927
12633.573228,60.541845034,-0.74035917584
13584.115076,60.518516848,-0.74152113267
14606.175075,60.553530523,-0.60075620363
15705.134205,60.506914914,-0.92529616963
16886.778307,60.486884256,-0.60919278075
18157.328544,60.516522945,-0.53179219697
19523.474155,60.527456293,-1.0092339275
20992.407676,60.527123172,-0.87793300376
22571.862801,60.497858564,-1.3304856264
24270.155104,60.525098386,-1.2611468292
26096.225818,60.498238747,-1.2069433468
28059.688906,60.499671984,-1.5609844706
30170.881683,60.485131922,-1.4270453847
32440.919233,60.493190105,-1.3669499498
34881.752935,60.495366705,-1.5922001345
37506.233381,60.480173249,-1.8268000672
40328.178031,60.550077912,-1.7734492318
43362.443964,60.52996312,-2.0168711482
46625.006097,60.515532379,-2.2136231874
50133.041286,60.508584956,-2.426967916
53905.018765,60.48642945,-2.7074646896
57960.797381,60.497529981,-2.5491857797
62321.730148,60.492082117,-2.8559722245
67010.776664,60.539979123,-3.2316106805
72052.623996,60.496604473,-3.2155706881
77473.816648,60.506556043,-3.4545859067
83302.896316,60.483190315,-3.8708328511
89570.552153,60.489324675,-4.0433209457
96309.782347,60.482897655,-4.4066329899
103556.06785,60.498123963,-4.7065657345
111347.55916,60.52327426,-4.9708598314
119725.27722,60.516419145,-5.3355328052
128733.32936,60.525503061,-5.6456844849
138419.14148,60.501759379,-6.1011285442
148833.70782,60.521282778,-6.5697513695
160031.85937,60.51174666,-6.9559273419
172072.55258,60.56446313,-7.8801293609
185019.17972,60.538057382,-7.9338147412
198939.90269,60.505758219,-8.9738796517
213908.01181,60.548735866,-9.5856037362
230002.31175,60.519030652,-10.522537033
247307.53637,60.530047306,-11.08846253
265914.79485,60.544502967,-12.094045983
285922.05138,60.525295906,-12.997901041
307434.6409,60.50588017,-14.077171834
330565.82369,60.564238402,-15.072946362
355437.38166,60.561992567,-16.150862148
382180.2595,60.557416302,-17.402065858
410935.25411,60.530761509,-18.745676722
441853.75584,60.508501056,-20.141001545
475098.54558,60.52722313,-21.95388843
510844.65171,60.524110043,-23.705613147
549280.27165,60.50306765,-25.552480461
590607.76269,60.501865176,-27.262028516
635044.70733,60.505021644,-29.710776311
682825.05883,60.4544438,-31.873341487
734200.37296,60.42372048,-34.1616905
789441.13237,60.399398305,-37.028664283
848838.17065,60.401690647,-39.771497393
912704.20354,60.329331,-43.140340267
981375.47527,60.307837832,-46.612382897
1055213.5289,60.210002446,-50.167375365
1134607.1098,60.134632207,-54.297863823
1219974.2121,59.999532977,-58.628697057
1311764.2798,59.870807182,-63.399267372
1410460.5726,59.726274129,-68.374250443
1516582.7104,59.472367469,-73.748304326
1630689.409,59.223151421,-79.477981338
1753381.4214,58.914264535,-85.431009648
1885304.7013,58.588650077,-91.880137102
2027153.803,58.099166041,-98.856017626
2179675.5391,57.572336342,-106.16691123
2343672.9116,56.956473573,-113.02223429
2520009.3399,56.205337013,-120.42998868
2709613.2066,55.399105119,-127.81812149
2913482.7452,54.516461677,-135.38474328
3132691.2955,53.513193674,-142.67369122
3368392.9548,52.445360078,-149.9384485
3621828.6539,51.309010252,-157.06014674
3894332.6905,50.113425645,-163.69371362
4187339.7539,48.787801583,-170.29523163
4502392.4785,47.487503411,-176.76237834
4841149.5655,46.125971042,177.38255449
5205394.5159,44.733081533,171.6418392
5597045.0199,43.348676945,166.12368392
6018163.0535,41.916792693,160.89155828
6470965.7346,40.466910767,155.58436899
6957836.9955,39.043676693,150.65746436
7481340.1339,37.592018296,145.83195389
8044231.3086,36.208325167,140.89965403
8649474.0498,34.766029939,136.29157949
9300254.862,33.409129365,131.64738806
10000000.0,32.04682502,126.8308479
5.0,47.533343091,-162.11086537
5.376197,48.978441827,-171.5905359
5.780698,50.326226928,178.60757677
6.215634,51.470704729,169.48897278
6.683295,52.479069606,160.54923287
7.186141,53.48108089,150.97342947
7.726822,54.282502314,142.56947774
8.308183,55.023162337,133.72888868
8.933285,55.680051548,125.73606
9.60542,56.24335504,118.11255471
10.328125,56.769724082,110.62912427
11.105207,57.213274981,103.68995734
11.940755,57.591008252,97.18915956
12.83917,57.957546185,90.81683966
13.805181,58.254225503,85.131746796
14.843874,58.515249652,79.630188611
15.960717,58.767730662,74.38551326
17.161591,58.962853163,69.581889162
18.452818,59.158752913,65.024726578
19.841196,59.322108158,60.670850051
21.334035,59.461370298,56.560585695
22.939194,59.579686087,52.923797944
24.665124,59.72260389,49.486110743
26.520912,59.814741149,46.071284097
28.516328,59.895012174,42.837907225
30.661878,59.988438071,40.028646843
32.968858,60.063760368,37.414449179
35.449413,60.1002133,34.80223843
38.116604,60.130980091,32.355063404
40.984473,60.182104802,30.301746124
44.068118,60.241994453,28.221233944
47.383775,60.291834806,26.122305339
50.948899,60.302676386,24.436409354
54.782261,60.309450409,22.730296513
58.904043,60.35517969,21.339720543
63.335945,60.375375027,19.714146446
68.1013,60.39329186,18.431619894
73.225198,60.427117478,17.015947422
78.734614,60.411219084,15.812831493
84.658555,60.459569182,14.65899364
91.02821,60.444429672,13.755094687
97.877114,60.465868014,12.902031415
105.241324,60.485539289,11.831329066
113.159613,60.486127811,11.115962066
121.673669,60.495734726,10.354364225
130.828317,60.514648057,9.4805428244
140.671754,60.484760304,8.9936916934
151.255806,60.519917606,8.2615018352
162.636194,60.515591587,7.7896669235
174.872836,60.528090063,7.1581324494
188.030155,60.508289066,6.7662964483
202.177421,60.538610308,6.1884951389
217.389119,60.513049917,5.860970307
233.745336,60.523117747,5.3391739009
251.332183,60.520921242,5.0222099747
270.242253,60.548878866,4.567060015
290.575105,60.539727128,4.3967093763
312.437787,60.527677549,4.0164797317
335.945403,60.534129689,3.7261792194
361.221717,60.537510987,3.4265023469
388.399805,60.525793,3.1542045679
417.622754,60.541633477,2.972760303
449.044419,60.54634221,2.6270245673
482.830229,60.524190657,2.418019971
519.158062,60.566732056,2.3147632692
558.219178,60.532028339,2.1655461932
600.219227,60.531668301,1.9215560319
645.379332,60.541601028,1.784878072
693.937253,60.549739624,1.6623033566
746.148642,60.544878672,1.5873659221
802.288381,60.549828839,1.34953893
862.652038,60.527689089,1.2248038495
927.557418,60.548433911,1.022927202
997.346235,60.535111026,0.81674352922
1072.385919,60.556983133,0.85800144707
1153.071539,60.542439671,0.84921192234
1239.827893,60.554057683,0.61454609281
1333.111739,60.523367322,0.56451649907
1433.414201,60.542613276,0.51262340462
1541.263354,60.549509734,0.4960989749
1657.227009,60.55675978,0.28464948071
1781.915693,60.544912763,0.27023910413
1915.985873,60.544220448,0.20264272777
2060.143406,60.543964864,-0.016198918864
2215.147258,60.540951075,0.048648548267
2381.8135,60.545892863,-0.13786472561
2561.019601,60.536073376,-0.11569983633
2753.709054,60.530047739,-0.36225220577
2960.896335,60.558133015,-0.35994019646
3183.672253,60.546284112,-0.38676605864
3423.209687,60.563596779,-0.18781163525
3680.769761,60.578240954,-0.62523052753
3957.708488,60.545813774,-0.73348911656
4255.483905,60.514900875,-0.75089729007
4575.663752,60.603121935,-0.81169741599
4919.933722,60.502474228,-0.8016536303
5290.106341,60.539582684,-1.2557981011
5688.130508,60.548863916,-1.1950327935
6116.101754,60.490839643,-1.3185356891
