Frequency (Hz),Magnitude (dB),Phase (°)
5.0,47.364966495,-160.29475265
5.376197,48.851515335,-170.12008877
5.780698,50.24678089,-179.89386285
6.215634,51.40262052,170.85068922
6.683295,52.445987619,161.65057964
7.186141,53.428587378,152.10002667
7.726822,54.257330203,143.53859918
8.308183,55.025094705,134.74598473
8.933285,55.693760303,126.59189988
9.60542,56.242750027,118.74387525
10.328125,56.77004929,111.20881817
11.105207,57.209082227,104.27561352
11.940755,57.613496547,97.609028517
12.83917,57.969708558,91.256562788
13.805181,58.274204432,85.581031473
14.843874,58.52237045,79.868329501
15.960717,58.766934353,74.76288504
17.161591,58.983925623,69.875448574
18.452818,59.173186173,65.243680622
19.841196,59.351810825,60.930821767
21.334035,59.462805688,56.809476552
22.939194,59.594792443,52.987981684
24.665124,59.714744545,49.509742547
26.520912,59.814048712,46.169667701
28.516328,59.906702116,43.015957384
30.661878,59.966488109,40.041337098
32.968858,60.039240427,37.377568022
35.449413,60.095495914,34.869400236
38.116604,60.154747129,32.57700925
40.984473,60.221183792,30.141412793
44.068118,60.245678163,28.199198202
47.383775,60.285749821,26.264264855
50.948899,60.29956058,24.503365513
54.782261,60.346556594,22.784160637
58.904043,60.363144289,21.213967493
63.335945,60.384842089,19.700815385
68.1013,60.403688743,18.402922056
73.225198,60.413856586,17.065020255
78.734614,60.417923239,15.98312752
84.658555,60.446587986,14.727161157
91.02821,60.444524464,13.804941738
97.877114,60.483194087,12.788913389
105.241324,60.492320031,11.984250693
113.159613,60.473340484,11.304313406
121.673669,60.481768521,10.344486914
130.828317,60.487924063,9.6231783807
140.671754,60.497537221,9.1167706211
151.255806,60.481923404,8.4019592861
162.636194,60.500627104,7.8018696951
174.872836,60.501658679,7.1735260692
188.030155,60.516929285,6.6505815487
202.177421,60.514465341,6.2638770781
217.389119,60.527696468,5.8557601325
233.745336,60.516733248,5.3137663629
251.332183,60.520740962,5.0347603191
270.242253,60.555396932,4.7542425224
290.575105,60.514861508,4.287096081
312.437787,60.507710605,4.0560764017
335.945403,60.541147886,3.7319383165
361.221717,60.524057941,3.6070019264
388.399805,60.530783611,3.2624606221
417.622754,60.53992117,2.9656676351
449.044419,60.522793022,2.7251324044
482.830229,60.560005665,2.6630947126
519.158062,60.531617734,2.3536220408
558.219178,60.546088474,2.2911844738
600.219227,60.540950051,2.203719527
645.379332,60.539921612,1.9136660722
693.937253,60.528203782,1.691508902
746.148642,60.530926109,1.5818173339
802.288381,60.534047646,1.5086647409
862.652038,60.534820364,1.3977859899
927.557418,60.538957395,1.3543291841
997.346235,60.527798922,1.2664751843
1072.385919,60.539014092,1.1185296329
