Frequency (Hz),Magnitude (dB),Phase (°)
10.0,56.854748023,105.53684911
10.715193,57.276500504,99.210336411
11.481536,57.644037363,93.338578301
12.302688,57.964831886,87.920163449
13.182567,58.25325516,82.702431018
14.125375,58.515806121,77.717076853
15.135612,58.750127404,73.004078096
16.218101,58.958468185,68.553762317
17.378008,59.149686121,64.258486495
18.620871,59.311728464,60.359419531
19.952623,59.457752983,56.617126445
21.379621,59.592772955,53.092137664
22.908677,59.709525935,49.762889729
24.547089,59.812971412,46.621587377
26.30268,59.906740819,43.704263134
28.183829,59.986709067,40.928775977
30.199517,60.062212319,38.321102896
32.359366,60.12585081,35.879344523
34.673685,60.184083067,33.604004885
37.153523,60.235340748,31.441181381
39.810717,60.279896511,29.420616054
42.657952,60.321794687,27.55603511
45.708819,60.35607875,25.75680634
48.977882,60.388042206,24.102789288
52.480746,60.415196513,22.532441412
56.234133,60.440025615,21.090671912
60.255959,60.462141061,19.711936003
64.565423,60.481746125,18.43753897
69.183097,60.498207771,17.230479592
74.131024,60.514622361,16.099837238
79.432823,60.527361426,15.047748331
85.113804,60.538739251,14.061076143
91.201084,60.550763443,13.162335747
97.723722,60.558800585,12.291134366
104.712855,60.5680197,11.487832713
112.201845,60.577615647,10.714511725
120.226443,60.585285333,10.010797015
128.824955,60.589826434,9.3587076684
138.038426,60.594289671,8.7278818354
147.910839,60.599492556,8.1595403275
158.489319,60.604405209,7.6275334918
169.824365,60.607244481,7.1021150882
181.970086,60.611326641,6.642349168
194.98446,60.612271268,6.1940065958
208.929613,60.616893962,5.7865300396
223.872114,60.617289508,5.3877928753
239.883292,60.622761618,5.024733509
257.039578,60.623550095,4.700306109
275.42287,60.624686715,4.3666951876
295.120923,60.626458583,4.0666996772
316.227766,60.626684868,3.7826052077
338.844156,60.629831753,3.5171260465
363.078055,60.630805992,3.2728965647
389.045145,60.631373125,3.0447026382
416.869383,60.632270827,2.8172863262
446.683592,60.634051172,2.6209420009
478.630092,60.633977226,2.4319282245
512.861384,60.634865406,2.2556698651
549.540874,60.637205502,2.0780004963
588.843655,60.63626795,1.9194524637
630.957344,60.638107242,1.7511319274
676.082975,60.637025556,1.621487425
724.43596,60.637757968,1.4958599089
776.247117,60.639033416,1.3646111289
831.763771,60.636725702,1.2388769746
891.250938,60.639274491,1.1220987004
954.992586,60.640453686,1.0087180757
1023.292992,60.640395789,0.91030861067
1096.478196,60.641046281,0.80516720189
1174.897555,60.63972428,0.6984244182
1258.925412,60.638144639,0.6070123654
1348.962883,60.639426144,0.51763109968
1445.439771,60.642645752,0.41941704143
1548.816619,60.641056742,0.32421989107
1659.586907,60.641013568,0.25110824824
1778.27941,60.6417718,0.14937699692
1905.460718,60.643057111,0.065683283515
2041.737945,60.642690335,-0.026420448559
2187.761624,60.639720317,-0.10969425015
2344.228815,60.63937295,-0.20466713352
2511.886432,60.638212923,-0.28858386391
2691.534804,60.638044914,-0.37283121163
2884.031503,60.635581956,-0.47235646971
3090.295433,60.642999913,-0.56079035668
3311.311215,60.641726694,-0.64053784316
3548.133892,60.640804431,-0.73122011677
3801.893963,60.639656804,-0.83625317556
4073.802778,60.63409657,-0.94105759063
4365.158322,60.637245094,-1.0409352927
4677.351413,60.632185102,-1.1604917508
5011.872336,60.63165867,-1.2568860126
5370.317964,60.629295418,-1.360986809
5754.399373,60.629321266,-1.4850616775
6165.950019,60.627415018,-1.5985745439
6606.93448,60.62223028,-1.7370693624
7079.457844,60.621968293,-1.8676010225
7585.77575,60.622305179,-2.0050384641
8128.305162,60.616842684,-2.1571467224
8709.6359,60.616976224,-2.287093728
9332.543008,60.618520631,-2.4651527844
10000.0,60.613787447,-2.6681373984
10715.193052,60.615357971,-2.8365783083
11481.536215,60.61407804,-3.0040288703
12302.687708,60.616818739,-3.2131244682
13182.567386,60.610051111,-3.468290689
14125.375446,60.608133469,-3.712103266
15135.612484,60.612338491,-4.0029655558
16218.100974,60.609494101,-4.2729784621
17378.008287,60.609354387,-4.5881650232
18620.871367,60.611442448,-4.9164931832
19952.62315,60.60694231,-5.2581090444
21379.620895,60.61320523,-5.6284359546
22908.676528,60.615437284,-6.0397682046
24547.089157,60.620035125,-6.4689193425
26302.679919,60.616932146,-6.9114107713
28183.829313,60.613391526,-7.4295514941
30199.517204,60.608768124,-7.9752818797
32359.365693,60.613585971,-8.5384025031
34673.685045,60.619935716,-9.1668428547
37153.52291,60.622176264,-9.8391413199
39810.717055,60.61783769,-10.557029656
42657.95188,60.616378258,-11.268917992
45708.818961,60.611834381,-12.098847014
48977.881937,60.607384389,-12.939158989
52480.746025,60.602759464,-13.867584034
56234.132519,60.600325816,-14.858826698
60255.958607,60.601419028,-15.910631515
64565.422903,60.602358778,-17.062546427
69183.097092,60.594661376,-18.281212229
74131.02413,60.593777445,-19.573754734
79432.823472,60.589576703,-20.976652231
85113.80382,60.587773446,-22.468296241
91201.083936,60.583467321,-24.055332695
97723.722096,60.580242085,-25.752354908
104712.85481,60.57860694,-27.59024865
112201.84543,60.576278389,-29.586247055
120226.44346,60.575004611,-31.70544752
128824.95517,60.572611688,-33.968233627
138038.42646,60.571940115,-36.417014717
147910.83882,60.575728035,-39.041891334
158489.31925,60.576407118,-41.900198864
169824.36525,60.582252713,-45.00073416
181970.08586,60.586482952,-48.302359855
194984.45998,60.592962889,-51.888203392
208929.61309,60.601812342,-55.712607701
223872.11386,60.602783631,-59.863766366
239883.2919,60.592443969,-64.294546354
257039.57828,60.572118435,-69.024286067
275422.87033,60.544456585,-74.124140076
295120.92267,60.51622716,-79.601059515
316227.76602,60.483353481,-85.537216801
338844.15614,60.437890479,-91.911733244
363078.05477,60.390500737,-98.804525174
389045.14499,60.329534942,-106.28694303
416869.38347,60.258047477,-114.42606675
446683.59215,60.169355058,-123.27820577
478630.09232,60.061964177,-132.94872293
512861.38399,59.917025798,-143.57733253
549540.87386,59.718398673,-155.36229399
588843.65536,59.440334796,-168.37471515
630957.34448,59.040298609,177.23412267
676082.97539,58.459169914,161.42415729
724435.96008,57.622679812,144.27744723
776247.11663,56.468066733,126.21274342
831763.7711,54.949614667,107.76351418
891250.93813,53.092941409,89.554524575
954992.58602,50.82020193,71.840957825
1023292.9923,48.564418082,57.185086224
1096478.1961,46.04399571,41.923099524
1174897.5549,43.40458053,27.648457578
1258925.4118,40.661794984,14.241732017
1348962.8826,37.847001121,1.539106804
1445439.7707,34.962339135,-10.526472334
1548816.6189,32.020263923,-22.074301588
1659586.9074,29.0226768,-33.187280441
1778279.41,25.956729455,-43.91843667
1905460.718,22.843913883,-54.313874573
2041737.9447,19.686440226,-64.322366195
2187761.624,16.457480521,-74.047495626
2344228.8153,13.216604354,-83.460032597
2511886.4315,9.8866555786,-92.798830043
2691534.8039,6.5065664793,-101.71568877
2884031.5031,3.0882643159,-110.40989363
3090295.4325,-0.42286267272,-118.65407478
3311311.2148,-4.0329206814,-127.49821595
3548133.8923,-7.5915373088,-135.9245631
3801893.9632,-11.325125995,-144.62176239
4073802.778,-14.682467354,-150.52119444
4365158.3224,-18.357686952,-162.76103547
4677351.4129,-21.379349537,-160.07394986
5011872.3363,-26.740718084,-160.57981537
5370317.9637,-30.274576406,-167.75773095
5754399.3734,-37.210070609,-142.95457874
6165950.0186,-35.257844842,151.46981333
6606934.4801,-39.219844118,110.8590709
7079457.8438,-37.213017296,-167.47085318
7585775.7503,-45.541914585,88.393958463
8128305.1616,-41.021166421,157.50720409
8709635.8996,-45.099771862,176.21813828
9332543.008,-41.222371503,175.5803543
10000000.0,-44.08244073,-82.226723225
10.0,56.865431739,105.398833
10.715193,57.288920051,99.081981803
11.481536,57.656079511,93.222854182
12.302688,57.974646989,87.874115732
13.182567,58.26512918,82.666452978
14.125375,58.525413748,77.684823141
15.135612,58.759278998,72.970056109
16.218101,58.966390446,68.530534454
17.378008,59.156726618,64.230143756
18.620871,59.31899846,60.336931429
19.952623,59.465156809,56.632515168
21.379621,59.596012795,53.084998445
22.908677,59.714464932,49.759179184
24.547089,59.816131173,46.621328308
26.30268,59.908813585,43.698253929
28.183829,59.990285115,40.934528723
30.199517,60.063833832,38.316669781
32.359366,60.128641651,35.876082539
34.673685,60.184709179,33.595120585
37.153523,60.234576648,31.450165007
39.810717,60.278036484,29.417159147
42.657952,60.31912891,27.535676336
45.708819,60.35309254,25.75395722
48.977882,60.385556137,24.092871759
52.480746,60.41293931,22.507135839
56.234133,60.436137781,21.052293563
60.255959,60.457708524,19.695213966
64.565423,60.477355341,18.399035163
69.183097,60.495841468,17.199307968
74.131024,60.510743243,16.045590168
79.432823,60.522461941,15.016795068
85.113804,60.534526392,14.017105254
91.201084,60.544421621,13.095935884
97.723722,60.553991182,12.224466244
104.712855,60.56396827,11.407820844
112.201845,60.571780948,10.642177283
120.226443,60.576817954,9.9395961295
128.824955,60.584285651,9.2579179671
138.038426,60.588392442,8.649564034
147.910839,60.591586317,8.036456801
158.489319,60.598492987,7.4837867884
169.824365,60.599739624,6.9798529793
181.970086,60.603699345,6.4856627257
194.98446,60.610100506,6.0357972436
208.929613,60.60990498,5.6160557312
223.872114,60.613696016,5.1764993201
239.883292,60.614109785,4.8112972933
257.039578,60.617619881,4.454048109
275.42287,60.618846893,4.1056225092
295.120923,60.619876016,3.8080631026
316.227766,60.620041476,3.5103945937
338.844156,60.62242846,3.2223491255
363.078055,60.6205601,2.9534641881
389.045145,60.624328205,2.6938868323
416.869383,60.623993618,2.4478234207
446.683592,60.626439739,2.2083174234
478.630092,60.626328268,1.9899904685
512.861384,60.628944507,1.7805415395
549.540874,60.62853434,1.588494931
588.843655,60.628264726,1.3821130942
630.957344,60.629752827,1.1917380738
676.082975,60.629029257,0.99894976223
724.43596,60.63086329,0.81644582881
776.247117,60.630838699,0.65216497757
831.763771,60.631120583,0.47144278578
891.250938,60.63117703,0.30111712074
954.992586,60.631398351,0.12663714879
1023.292992,60.6318158,-0.048444837472
1096.478196,60.634594413,-0.21766263339
1174.897555,60.630499234,-0.40664358084
1258.925412,60.63318124,-0.56958882964
1348.962883,60.630620348,-0.74605150472
1445.439771,60.631501091,-0.93241792199
1548.816619,60.630091146,-1.1306141694
1659.586907,60.631144651,-1.3223639373
1778.27941,60.631200233,-1.521327872
1905.460718,60.632043092,-1.7368255286
2041.737945,60.63181766,-1.9474623329
2187.761624,60.629729321,-2.1716065181
2344.228815,60.62911996,-2.4017035112
2511.886432,60.62841513,-2.6508537975
2691.534804,60.62774796,-2.9080141377
2884.031503,60.626532921,-3.1984518215
3090.295433,60.633389766,-3.448448144
3311.311215,60.629833085,-3.7730337399
3548.133892,60.629888762,-4.0765098169
3801.893963,60.625255282,-4.4187922287
4073.802778,60.622244706,-4.7737350483
4365.158322,60.621059631,-5.1513894121
4677.351413,60.622412844,-5.564376896
5011.872336,60.617268815,-5.9841920809
5370.317964,60.61607521,-6.4051679502
5754.399373,60.612314488,-6.9093006004
6165.950019,60.608541822,-7.4267546742
6606.93448,60.607134912,-7.9642256058
7079.457844,60.608184599,-8.5440548242
7585.77575,60.602258465,-9.1169009633
8128.305162,60.602124658,-9.7929594871
8709.6359,60.596970769,-10.500524712
9332.543008,60.59854373,-11.239182688
10000.0,60.593603795,-12.054042099
10715.193052,60.591763861,-12.862283289
11481.536215,60.589773571,-13.817528672
12302.687708,60.591322127,-14.81358617
13182.567386,60.586379458,-15.86200214
14125.375446,60.586174541,-17.018137888
15135.612484,60.581532128,-18.225566674
16218.100974,60.585013423,-19.514257371
17378.008287,60.581876148,-20.942156811
18620.871367,60.581925253,-22.443680415
19952.62315,60.581062101,-24.08997999
21379.620895,60.583045349,-25.788856742
22908.676528,60.582990121,-27.65108095
24547.089157,60.585715372,-29.652096533
26302.679919,60.579766516,-31.828888949
28183.829313,60.57464486,-34.163727766
30199.517204,60.565435045,-36.689182068
32359.365693,60.572971308,-39.378122515
34673.685045,60.57307843,-42.338050465
37153.52291,60.568441934,-45.495010023
39810.717055,60.562896562,-48.947274647
42657.95188,60.550957008,-52.64058298
45708.818961,60.527291742,-56.687492111
48977.881937,60.506336525,-61.116572106
52480.746025,60.475901114,-65.971301563
56234.132519,60.433768543,-71.25443407
60255.958607,60.373459894,-77.071691786
64565.422903,60.281905712,-83.469946756
69183.097092,60.137894143,-90.482420883
74131.02413,59.943470206,-98.204623448
79432.823472,59.666314938,-106.65456573
85113.80382,59.276596539,-115.79449743
91201.083936,58.746828741,-125.49659457
97723.722096,58.052490701,-135.63768106
104712.85481,57.157933476,-145.65476733
112201.84543,56.067951414,-155.85714336
120226.44346,54.813560175,-165.75434264
128824.95517,53.421853485,-175.18700396
138038.42646,51.924608075,176.00972779
147910.83882,50.336502343,167.76546009
158489.31925,48.684654596,160.14127651
169824.36525,46.991737205,153.11405292
181970.08586,45.266178165,146.58966095
194984.45998,43.51449541,140.50708948
208929.61309,41.749838696,134.78136812
223872.11386,39.970046975,129.37367961
