Frequency (Hz),Magnitude (dB),Phase (°)
5.0,47.455920311,-160.0942459
5.376197,48.957777291,-169.75399633
5.780698,50.315169594,-179.75764605
6.215634,51.469012741,171.03750631
6.683295,52.534237992,161.814578
7.186141,53.536088338,152.16628772
7.726822,54.348330034,143.60803717
8.308183,55.122667199,134.77944612
8.933285,55.762884198,126.46236738
9.60542,56.321366255,118.77622333
10.328125,56.833073536,111.11012671
11.105207,57.273147165,104.2534518
11.940755,57.672462683,97.495708234
12.83917,58.011164032,91.068225548
13.805181,58.313030845,85.359012895
14.843874,58.590987348,79.795348433
15.960717,58.80771336,74.580427568
17.161591,59.018320582,69.609733309
18.452818,59.20592903,65.043824889
19.841196,59.3610585,60.608447623
21.334035,59.510511296,56.597956961
22.939194,59.612702548,52.741909629
24.665124,59.738870925,49.299321168
26.520912,59.825799285,45.902951264
28.516328,59.935497715,42.763336666
30.661878,59.999131305,39.940292581
32.968858,60.058441511,37.180303759
35.449413,60.110960546,34.70337175
38.116604,60.153739109,32.364614633
40.984473,60.214147201,30.058156784
44.068118,60.249559167,28.007081345
47.383775,60.288510713,26.156548066
50.948899,60.300445253,24.261794769
54.782261,60.347379652,22.755455613
58.904043,60.338532014,21.150759114
63.335945,60.381936059,19.606803545
68.1013,60.397663121,18.250056687
73.225198,60.41653738,16.984549668
78.734614,60.415369078,15.829660891
84.658555,60.449357461,14.688820018
91.02821,60.454971535,13.747373391
97.877114,60.476173796,12.819397388
105.241324,60.463560983,11.904195559
113.159613,60.456412357,11.027835368
121.673669,60.474029649,10.352983499
130.828317,60.504317463,9.7111656979
140.671754,60.493912953,8.9792553623
151.255806,60.478106441,8.3128890932
162.636194,60.492564427,7.7358156624
174.872836,60.489310851,7.0438248868
188.030155,60.514652162,6.7160047738
202.177421,60.528337123,6.0900100406
217.389119,60.518024239,5.7908679589
233.745336,60.521601046,5.3735946806
251.332183,60.507055535,5.1136038775
270.242253,60.529498711,4.5615763549
290.575105,60.516086003,4.4230776288
312.437787,60.505864767,4.0398387496
335.945403,60.520131264,3.7694111264
361.221717,60.538073286,3.4978250553
388.399805,60.512387611,3.2380241873
417.622754,60.512264103,3.0897633062
449.044419,60.521908972,2.774513718
482.830229,60.51138759,2.5863252821
519.158062,60.502726457,2.3139999676
558.219178,60.524791812,2.277580574
600.219227,60.523883097,2.1423214759
645.379332,60.527470589,1.9292689224
693.937253,60.5202913,1.7860649155
746.148642,60.522073364,1.6547934824
802.288381,60.525023343,1.4751253863
862.652038,60.523513444,1.5090183246
927.557418,60.525384572,1.344463399
997.346235,60.523694563,1.2263336478
1072.385919,60.53455594,1.043065567
1153.071539,60.519013989,1.0766917344
1239.827893,60.524202276,0.98159989001
1333.111739,60.532829751,0.86353665096
1433.414201,60.531136155,0.79345357334
1541.263354,60.542317038,0.68511211511
1657.227009,60.516631822,0.79381503269
1781.915693,60.52653097,0.65611288002
1915.985873,60.523123332,0.64269372158
2060.143406,60.538457973,0.52813405783
2215.147258,60.515459497,0.35854040228
2381.8135,60.523987151,0.41480594171
2561.019601,60.538355974,0.4426886254
2753.709054,60.534637132,0.35292486945
2960.896335,60.541111597,0.25754922884
3183.672253,60.531391959,0.25542739118
3423.209687,60.578637724,-0.0098364845582
3680.769761,60.521350941,0.05537753061
3957.708488,60.545585995,0.04963497009
4255.483905,60.570195421,0.13289290355
4575.663752,60.54357145,-0.089825930614
4919.933722,60.550580063,-0.1162490859
5290.106341,60.546114191,0.024432995358
5688.130508,60.527318836,0.067695519713
6116.101754,60.542600565,0.032808937556
6576.27328,60.549253219,-0.18986672599
7071.067812,60.524255673,-0.19002808161
7603.090363,60.545123909,-0.058050365966
8175.141946,60.509410486,-0.20731930167
8790.234319,60.546174627,-0.44241126879
9451.605842,60.514243076,-0.39204489245
10162.73853,60.521779315,-0.20921716226
10927.376379,60.534816064,-0.47397682461
11749.545084,60.518789123,-0.4441540186
12633.573228,60.554090135,-0.47137247375
