Frequency (Hz),Magnitude (dB),Phase (°)
2060.143406,60.552381419,0.43869250874
2215.147258,60.552434644,0.39103305976
2381.8135,60.550495829,0.35638593317
2561.019601,60.550837023,0.28769475411
2753.709054,60.548266211,0.24869251192
2960.896335,60.548398487,0.21484871927
3183.672253,60.561061719,0.15551644241
3423.209687,60.553732956,0.11607733288
3680.769761,60.558911894,0.087533293291
3957.708488,60.554407521,0.012402326626
4255.483905,60.554945255,0.0033629367946
4575.663752,60.552329009,-0.031831937348
4919.933722,60.550910986,-0.105351996
5290.106341,60.552532512,-0.12535797882
5688.130508,60.550455908,-0.18736139504
6116.101754,60.544802681,-0.18956838857
6576.27328,60.538710253,-0.2349358955
7071.067812,60.544928304,-0.29099097535
7603.090363,60.545622102,-0.29864750625
8175.141946,60.538934555,-0.30619644013
8790.234319,60.540711024,-0.33143149326
9451.605842,60.542150561,-0.37160638063
10162.73853,60.537889265,-0.44056938579
10927.376379,60.540192726,-0.45070586635
11749.545084,60.540643941,-0.4909284268
12633.573228,60.533984996,-0.48564097563
13584.115076,60.536646296,-0.54581840024
14606.175075,60.535794491,-0.62889572304
15705.134205,60.538697147,-0.67118668356
16886.778307,60.536825119,-0.72590329468
18157.328544,60.537683662,-0.77858152252
19523.474155,60.534766658,-0.85040981085
20992.407676,60.542117592,-0.93232775157
22571.862801,60.548917785,-0.98768443591
24270.155104,60.546486752,-1.0328115344
26096.225818,60.551947715,-1.138342636
28059.688906,60.546169524,-1.2351177053
30170.881683,60.540791501,-1.3436059051
32440.919233,60.549705153,-1.4449132366
34881.752935,60.550158332,-1.5597333911
37506.233381,60.553248335,-1.7209003419
40328.178031,60.553181905,-1.8315638438
43362.443964,60.551703308,-1.9691003445
46625.006097,60.547151318,-2.1249471636
50133.041286,60.537791825,-2.2656669888
53905.018765,60.534135752,-2.4444197384
57960.797381,60.541930654,-2.660067324
62321.730148,60.539299705,-2.8663199363
67010.776664,60.538169357,-3.0234523016
72052.623996,60.539093619,-3.2203541484
77473.816648,60.539934417,-3.4671922225
83302.896316,60.536154464,-3.7551262945
89570.552153,60.535847729,-3.9985846497
96309.782347,60.538275548,-4.3254529495
103556.06785,60.534547193,-4.5849501895
111347.55916,60.540924571,-4.9018674367
119725.27722,60.541941211,-5.2964863422
128733.32936,60.54185789,-5.6599974915
138419.14148,60.547361243,-6.1076533846
148833.70782,60.550287427,-6.5248883225
160031.85937,60.558980361,-7.0347419493
172072.55258,60.559302685,-7.6335065749
185019.17972,60.565251792,-8.2258998283
198939.90269,60.573050942,-8.8192847645
213908.01181,60.569170812,-9.5791160421
230002.31175,60.569583802,-10.332166454
247307.53637,60.576074366,-11.147373647
265914.79485,60.57604885,-11.981793666
285922.05138,60.575458898,-12.921180103
307434.6409,60.567597297,-13.927281691
330565.82369,60.570355528,-14.969202851
355437.38166,60.568562197,-16.13988207
382180.2595,60.567507127,-17.376527653
410935.25411,60.56097272,-18.731876504
441853.75584,60.560453157,-20.123329021
475098.54558,60.556531863,-21.625325139
510844.65171,60.548779617,-23.283829582
549280.27165,60.539779756,-25.065256562
590607.76269,60.525686018,-26.948543907
635044.70733,60.515292357,-29.013117532
682825.05883,60.504739667,-31.247961445
734200.37296,60.483385223,-33.605841007
789441.13237,60.454555766,-36.181713274
848838.17065,60.423929033,-38.958688637
912704.20354,60.390285364,-41.956999739
981375.47527,60.34655491,-45.181953298
1055213.5289,60.284260427,-48.695438051
1134607.1098,60.205378437,-52.516574618
1219974.2121,60.10630592,-56.617885897
1311764.2798,59.979635456,-61.061901471
1410460.5726,59.825384012,-65.825368494
1516582.7104,59.631731019,-70.844912922
1630689.409,59.402401068,-76.271686034
1753381.4214,59.113737575,-82.103143951
1885304.7013,58.779047172,-88.298349651
2027153.803,58.352523392,-94.78521271
2179675.5391,57.858641612,-101.61871265
2343672.9116,57.274046386,-108.6427785
2520009.3399,56.596820469,-115.92392992
2709613.2066,55.826543307,-123.31496244
2913482.7452,54.95578963,-130.72303038
3132691.2955,53.993254626,-138.1967086
3368392.9548,52.942225267,-145.54163578
3621828.6539,51.801638462,-152.75580293
3894332.6905,50.604764684,-160.03136644
4187339.7539,49.333741165,-166.81968948
4502392.4785,48.010808743,-173.39772946
4841149.5655,46.63487486,-179.73529745
5205394.5159,45.225803321,174.14673894
5597045.0199,43.786498125,168.26078026
6018163.0535,42.338363487,162.63854791
6470965.7346,40.871513215,157.17005803
6957836.9955,39.40754253,151.92779645
7481340.1339,37.941050247,146.81848668
8044231.3086,36.496084664,141.81714213
8649474.0498,35.069095697,136.89780555
9300254.862,33.67454917,132.05766518
10000000.0,32.315451368,127.18990561
5.0,48.187866037,-169.09939667
5.376197,49.557084513,-178.85467736
5.780698,50.800990107,171.3631289
6.215634,51.838611638,162.41366375
6.683295,52.775880924,153.62755783
7.186141,53.67240017,144.52667234
7.726822,54.412418893,136.37413001
8.308183,55.105712543,128.16186503
8.933285,55.729970673,120.44154425
9.60542,56.26287415,113.27266299
10.328125,56.752103214,106.26202845
11.105207,57.173932094,99.796333501
11.940755,57.55539726,93.587668728
12.83917,57.896755002,87.692580616
13.805181,58.192785218,82.274311669
14.843874,58.476441459,77.005528154
15.960717,58.718862826,72.072500619
17.161591,58.9315453,67.495048489
18.452818,59.123289639,63.104522866
19.841196,59.290322197,58.982203696
21.334035,59.441903488,55.094252497
22.939194,59.572651532,51.500780255
24.665124,59.68876925,48.108034457
26.520912,59.789035355,44.939795872
28.516328,59.882994991,41.905013969
30.661878,59.962108178,39.122236545
32.968858,60.029996107,36.513104273
35.449413,60.093929161,34.047644732
38.116604,60.147863902,31.767249077
40.984473,60.196031126,29.60764836
44.068118,60.239176486,27.599023191
47.383775,60.273035175,25.718012285
50.948899,60.308844284,23.981295836
54.782261,60.336619949,22.347343726
58.904043,60.359489644,20.822087742
63.335945,60.382213059,19.4040358
68.1013,60.401275799,18.099655952
73.225198,60.421442751,16.851949615
78.734614,60.435509562,15.699834652
84.658555,60.446390668,14.613134329
91.02821,60.461086351,13.597772153
97.877114,60.469172506,12.679551422
105.241324,60.477791774,11.787441548
113.159613,60.490155387,10.968594733
121.673669,60.494397924,10.21912473
130.828317,60.501061523,9.5101003841
140.671754,60.509186164,8.8496207661
151.255806,60.511849405,8.2258228111
162.636194,60.514404075,7.654029574
174.872836,60.520751243,7.1197259814
188.030155,60.525350814,6.6328394631
202.177421,60.526691953,6.1599580125
217.389119,60.531160706,5.7328254647
233.745336,60.531616145,5.3131799793
251.332183,60.53561161,4.9356487623
270.242253,60.536200891,4.6018702935
290.575105,60.539391585,4.2745139228
312.437787,60.54156515,3.9346193611
335.945403,60.541575719,3.6606280661
361.221717,60.543712768,3.3912045888
388.399805,60.545515654,3.1700785491
417.622754,60.543782414,2.9107520638
449.044419,60.546468752,2.7171752241
482.830229,60.548397043,2.488874252
519.158062,60.547768608,2.3054725025
558.219178,60.548716987,2.1380024306
600.219227,60.547458779,1.9559212131
645.379332,60.548460034,1.7919075139
693.937253,60.548869396,1.6587046179
746.148642,60.55042569,1.4946442117
802.288381,60.548579618,1.3668366282
862.652038,60.550357085,1.2325946106
927.557418,60.551407783,1.1149037176
997.346235,60.5506262,1.0112459983
1072.385919,60.550507856,0.90348587603
1153.071539,60.55072217,0.79711569503
1239.827893,60.5514324,0.697658996
1333.111739,60.550153077,0.59538648032
1433.414201,60.550628227,0.50873652208
1541.263354,60.551522045,0.40895263652
1657.227009,60.552819299,0.334692
1781.915693,60.553691861,0.23835919282
1915.985873,60.552391631,0.14797106218
2060.143406,60.552730347,0.061375650706
2215.147258,60.551015474,-0.016429430485
2381.8135,60.550651951,-0.093139464554
2561.019601,60.549745028,-0.18107115934
2753.709054,60.550482524,-0.27734959021
2960.896335,60.54761219,-0.35894860397
3183.672253,60.556393181,-0.45081056903
3423.209687,60.556451727,-0.54426778574
3680.769761,60.557753388,-0.62440843045
3957.708488,60.554212808,-0.7401185468
4255.483905,60.551461091,-0.82068184383
4575.663752,60.554740854,-0.90014654219
4919.933722,60.549486691,-1.0543694176
5290.106341,60.549665564,-1.1176192052
5688.130508,60.550083574,-1.2395176704
6116.101754,60.542799449,-1.3439780001
6576.27328,60.540317569,-1.4930132619
7071.067812,60.543769274,-1.6015219744
7603.090363,60.542878367,-1.7327361214
8175.141946,60.540663356,-1.8445146847
8790.234319,60.536842447,-2.010792437
9451.605842,60.540027326,-2.1854385063
10162.73853,60.541195415,-2.3478867592
10927.376379,60.537633793,-2.4769656605
11749.545084,60.541341092,-2.6987205592
12633.573228,60.538026197,-2.8720693601
13584.115076,60.5414007,-3.1140595646
14606.175075,60.534104666,-3.3995215894
15705.134205,60.538350768,-3.6354467276
16886.778307,60.537569903,-3.9061523627
18157.328544,60.53751146,-4.1881059351
19523.474155,60.533376742,-4.5557487311
20992.407676,60.536556864,-4.8628204192
22571.862801,60.544905877,-5.2290335021
24270.155104,60.542330816,-5.6254419149
26096.225818,60.543079698,-6.0361256204
28059.688906,60.541803352,-6.5325677488
30170.881683,60.541265855,-7.0426534371
32440.919233,60.548087204,-7.5403477975
34881.752935,60.551123899,-8.1697879414
37506.233381,60.554121192,-8.7593595138
40328.178031,60.553758816,-9.448545025
43362.443964,60.547807329,-10.123293106
46625.006097,60.543061628,-10.917221225
50133.041286,60.53662348,-11.734075703
53905.018765,60.541705717,-12.61767425
57960.797381,60.54000607,-13.583693939
62321.730148,60.538894151,-14.571550389
67010.776664,60.537055994,-15.663379858
72052.623996,60.535146893,-16.880553283
77473.816648,60.536969903,-18.128159634
83302.896316,60.543700412,-19.461152009
89570.552153,60.543067161,-20.930973406
96309.782347,60.535701982,-22.465214783
103556.06785,60.541931096,-24.163378649
111347.55916,60.543948873,-25.97996558
119725.27722,60.55009815,-27.948074003
128733.32936,60.548700635,-30.053513511
138419.14148,60.556664059,-32.317805323
148833.70782,60.565918708,-34.784778344
160031.85937,60.568156981,-37.464960573
172072.55258,60.573208926,-40.369918615
185019.17972,60.573664058,-43.480002805
198939.90269,60.573978201,-46.843897585
213908.01181,60.580830281,-50.504382842
230002.31175,60.57957411,-54.459263273
247307.53637,60.568513493,-58.70394477
265914.79485,60.56606243,-63.209647284
285922.05138,60.563820094,-68.15712642
307434.6409,60.550694162,-73.472194759
330565.82369,60.535938346,-79.296507491
355437.38166,60.53406866,-85.607759654
382180.2595,60.50919342,-92.517005907
410935.25411,60.47989323,-100.04077064
441853.75584,60.445274472,-108.23979097
475098.54558,60.386697573,-117.27550003
510844.65171,60.305672709,-127.25207943
549280.27165,60.178341096,-138.34660976
590607.76269,59.978476356,-150.69361522
635044.70733,59.670193774,-164.42458318
682825.05883,59.197525252,-179.5903111
734200.37296,58.478021317,163.89720502
789441.13237,57.453269165,146.32342868
848838.17065,56.084197867,128.22957269
912704.20354,54.369180802,110.38769741
981375.47527,52.369079206,93.175768043
1055213.5289,50.123944139,76.9127172
1134607.1098,47.755374016,61.668403049
1219974.2121,45.249340297,47.295981005
1311764.2798,42.659370539,33.642074046
1410460.5726,39.993159533,20.56193849
1516582.7104,37.264756683,7.9109946067
1630689.409,34.487308364,-4.4103764033
1753381.4214,31.64026601,-16.483400074
1885304.7013,28.723788144,-28.365112045
2027153.803,25.744334003,-40.107533324
2179675.5391,22.672282279,-51.806969562
2343672.9116,19.516372703,-63.282822843
2520009.3399,16.262428158,-74.60544623
2709613.2066,12.914616911,-85.663630427
2913482.7452,9.48427029,-96.442793592
3132691.2955,6.0114749449,-107.24028856
3368392.9548,2.3837774645,-117.47203723
3621828.6539,-1.2181403625,-127.36631503
3894332.6905,-5.0719293705,-136.1121427
4187339.7539,-8.8129178063,-144.65416237
4502392.4785,-12.453981851,-156.68382306
4841149.5655,-16.259174781,-164.3494358
5205394.5159,-19.759910909,-173.33225075
5597045.0199,-25.088396098,-176.49430413
6018163.0535,-30.166243002,165.81019758
6470965.7346,-36.108633113,-179.37163629
6957836.9955,-39.61828195,125.51954815
7481340.1339,-36.960289334,174.35713196
8044231.3086,-49.97670298,152.56128628
8649474.0498,-43.905733939,52.355383915
9300254.862,-50.990250611,89.157171128
10000000.0,-64.065645406,-150.75196094
5.0,48.169725399,-168.70445224
5.376197,49.543343543,-178.49206792
5.780698,50.79061214,171.69737002
6.215634,51.831632741,162.75719612
6.683295,52.773838477,153.95097164
7.186141,53.670873477,144.84522796
7.726822,54.410782173,136.71375476
8.308183,55.108151903,128.49243659
8.933285,55.732107378,120.78383833
9.60542,56.267986892,113.59187814
10.328125,56.753118924,106.57604603
11.105207,57.177410173,100.07797491
11.940755,57.559173105,93.835505188
12.83917,57.90210599,87.900615394
13.805181,58.193777185,82.484754096
14.843874,58.479761117,77.176279458
15.960717,58.721521032,72.220870629
17.161591,58.932467193,67.60741444
18.452818,59.120380065,63.210862569
19.841196,59.289463468,59.060254629
21.334035,59.43916245,55.150430765
22.939194,59.570663389,51.526394245
24.665124,59.685439146,48.162303511
26.520912,59.78659662,44.947185282
28.516328,59.878392495,41.915571663
30.661878,59.956992753,39.131426299
32.968858,60.027196774,36.506958322
35.449413,60.088960603,34.052848009
38.116604,60.143357321,31.751826887
40.984473,60.189623632,29.587837399
44.068118,60.231979474,27.579929488
47.383775,60.267568548,25.70211296
50.948899,60.301387062,23.958975605
54.782261,60.331319305,22.30347735
58.904043,60.357963806,20.778472758
63.335945,60.377136272,19.348513498
68.1013,60.398738237,17.999010633
73.225198,60.412875078,16.770533557
78.734614,60.430656997,15.620977162
84.658555,60.440977989,14.529764516
91.02821,60.455302257,13.537723679
97.877114,60.46691423,12.552241471
105.241324,60.474732171,11.697505196
113.159613,60.483010797,10.863512804
121.673669,60.490254566,10.090916697
130.828317,60.491260714,9.3676018953
140.671754,60.501047351,8.6927279708
151.255806,60.506997786,8.060781329
162.636194,60.510599006,7.4982620138
174.872836,60.513483044,6.9465173387
188.030155,60.520239605,6.4280017847
202.177421,60.523740351,5.9665686088
217.389119,60.523488299,5.5184505061
233.745336,60.528450239,5.0926076494
251.332183,60.529717722,4.6921684644
270.242253,60.530337,4.3220654501
290.575105,60.530919578,3.9826063465
312.437787,60.533190913,3.6404787004
335.945403,60.536911988,3.3273328631
361.221717,60.536913606,3.0445235324
388.399805,60.540772026,2.7707499986
417.622754,60.538430065,2.5140188002
449.044419,60.538434058,2.2590663553
482.830229,60.540814136,2.0216999437
519.158062,60.54236849,1.8015192178
558.219178,60.541708353,1.5770938837
600.219227,60.540399546,1.3757615753
645.379332,60.543836589,1.1647096013
693.937253,60.544802169,0.96550354902
746.148642,60.542254129,0.76463265198
802.288381,60.545623802,0.57221617562
862.652038,60.542798219,0.40633101654
927.557418,60.54728395,0.21024750132
997.346235,60.543486385,0.038961627982
1072.385919,60.543667138,-0.15832680264
1153.071539,60.544588222,-0.32253209247
1239.827893,60.543948614,-0.5149824735
1333.111739,60.545081295,-0.70831987114
1433.414201,60.544783499,-0.91063337339
1541.263354,60.54365607,-1.102000228
1657.227009,60.542387456,-1.2981414342
1781.915693,60.546162092,-1.5237534437
1915.985873,60.543734843,-1.7237619903
2060.143406,60.546600039,-1.9329964144
2215.147258,60.542382311,-2.187123569
2381.8135,60.541582963,-2.4404882484
2561.019601,60.540822008,-2.6797058518
2753.709054,60.539704854,-2.9733733267
2960.896335,60.540079568,-3.2451976747
3183.672253,60.541996343,-3.5479140968
3423.209687,60.54255166,-3.8580339177
3680.769761,60.544126912,-4.2061981545
3957.708488,60.547777023,-4.5822228152
4255.483905,60.538989929,-4.9631555049
4575.663752,60.538737801,-5.3692829596
4919.933722,60.533107242,-5.7841134312
5290.106341,60.533611665,-6.3120311713
5688.130508,60.530185696,-6.7610869367
6116.101754,60.529050802,-7.2500154075
6576.27328,60.527261332,-7.8449424635
7071.067812,60.52363801,-8.4720135802
7603.090363,60.522322957,-9.1028250007
8175.141946,60.520820937,-9.7808837344
8790.234319,60.517659821,-10.507917136
9451.605842,60.510844055,-11.340525667
10162.73853,60.51161618,-12.193714398
10927.376379,60.514446422,-13.074991382
11749.545084,60.505565091,-14.038204481
12633.573228,60.502440772,-15.081225025
13584.115076,60.501143431,-16.267400061
14606.175075,60.500547266,-17.493791348
15705.134205,60.494016555,-18.821671726
16886.778307,60.491212739,-20.225416027
18157.328544,60.489005755,-21.763920962
19523.474155,60.482737894,-23.424527461
20992.407676,60.477121871,-25.170684087
22571.862801,60.477553553,-27.100584583
24270.155104,60.47433349,-29.16738291
26096.225818,60.466363573,-31.351482786
28059.688906,60.457227629,-33.831851102
30170.881683,60.44187224,-36.428651771
32440.919233,60.436881017,-39.225190191
34881.752935,60.433391302,-42.253736716
37506.233381,60.420284295,-45.558592726
40328.178031,60.398318655,-49.149607471
43362.443964,60.373210589,-53.063323072
46625.006097,60.344295548,-57.312164136
50133.041286,60.300708098,-61.938125317
53905.018765,60.261307771,-67.028835626
57960.797381,60.195555294,-72.66249464
62321.730148,60.107065754,-78.917441795
67010.776664,59.978668108,-85.684842963
72052.623996,59.792973656,-93.257769934
77473.816648,59.535855423,-101.53429145
83302.896316,59.16922399,-110.56264273
89570.552153,58.65297917,-120.3405601
96309.782347,57.98652311,-130.59910613
103556.06785,57.110454765,-141.21977514
111347.55916,56.038210165,-151.77649948
119725.27722,54.785020919,-162.07663899
128733.32936,53.360166446,-171.83713125
138419.14148,51.808357037,179.09788886
148833.70782,50.144460481,170.75981735
160031.85937,48.410035563,163.09345571
172072.55258,46.623905116,156.12677576
185019.17972,44.811192249,149.72630872
198939.90269,42.966813099,143.84142989
213908.01181,41.112626637,138.37499004
230002.31175,39.248343339,133.28374026
247307.53637,37.374280068,128.57120154
265914.79485,35.498057303,124.12138957
285922.05138,33.615101458,119.94405723
307434.6409,31.739470428,115.93692895
330565.82369,29.850656877,112.07088115
355437.38166,27.970707475,108.32735015
382180.2595,26.088229627,104.6962804
410935.25411,24.198110189,101.19440841
441853.75584,22.314601708,97.737462924
475098.54558,20.432516056,94.307863386
510844.65171,18.546255709,90.950177445
549280.27165,16.645173887,87.501448605
590607.76269,14.769176045,84.190155798
635044.70733,12.879282696,80.553228395
682825.05883,11.031474919,77.048848514
734200.37296,9.1084632244,73.393896716
789441.13237,7.2368344361,69.332204154
848838.17065,5.3238896935,65.778751652
912704.20354,3.4783305077,60.836610791
981375.47527,1.6058413999,56.585094865
1055213.5289,-0.28027544273,52.546631893
1134607.1098,-2.1913440762,46.092523053
1219974.2121,-4.1358860387,40.047690094
1311764.2798,-6.1876618102,34.608964758
1410460.5726,-8.3413090453,29.890086696
1516582.7104,-10.002151167,24.307603085
1630689.409,-11.962773889,17.540672232
1753381.4214,-14.065942676,10.766278518
1885304.7013,-16.015900567,6.7973249342
2027153.803,-16.956155147,-3.1258834455
2179675.5391,-18.740268327,1.2569159277
2343672.9116,-19.700728995,-16.356135434
2520009.3399,-21.922667413,-26.114672209
2709613.2066,-24.237129235,-34.743963228
2913482.7452,-25.769014231,-47.791197017
3132691.2955,-27.944473436,-55.531934986
3368392.9548,-28.482879481,-65.415574292
3621828.6539,-27.22315816,-44.557209731
3894332.6905,-25.973321076,-85.376265336
4187339.7539,-29.544793564,-64.032046237
4502392.4785,-30.988515022,-70.698628174
4841149.5655,-35.541854772,-79.666099507
5205394.5159,-32.388009821,-81.78565711
5597045.0199,-31.357179713,-83.967683814
6018163.0535,-34.251553376,-86.844357229
6470965.7346,-31.277450699,-97.093322858
6957836.9955,-35.646757757,-149.08164413
7481340.1339,-29.722660106,-95.355811021
8044231.3086,-32.877828168,-103.72691782
8649474.0498,-38.714815959,-118.41249579
9300254.862,-35.147990057,-155.74744496
10000000.0,-37.703524845,-69.436282804
5.0,48.175209032,-168.61359487
5.376197,49.550891582,-178.44458283
5.780698,50.797933065,171.74313009
6.215634,51.839483156,162.78284037
6.683295,52.779166447,153.98785258
7.186141,53.677417198,144.85742475
7.726822,54.420206848,136.69240995
8.308183,55.115626298,128.48792331
8.933285,55.73945368,120.76657368
9.60542,56.274238796,113.57926498
10.328125,56.762125336,106.55125804
11.105207,57.184753709,100.0550876
11.940755,57.563785065,93.812356312
12.83917,57.906796689,87.865560957
13.805181,58.199846568,82.457163653
14.843874,58.484093697,77.148954806
15.960717,58.725889151,72.186341115
17.161591,58.936870093,67.567641481
18.452818,59.126334251,63.179699012
19.841196,59.296154516,59.022794385
21.334035,59.443791508,55.113499215
22.939194,59.575242704,51.474581558
24.665124,59.689853949,48.078618987
26.520912,59.792552872,44.877399506
28.516328,59.882731489,41.84487717
30.661878,59.962979181,39.039965399
32.968858,60.031659354,36.4173707
35.449413,60.093210716,33.956400186
38.116604,60.145963294,31.651816917
40.984473,60.19394809,29.456025691
44.068118,60.235998498,27.464077465
47.383775,60.272207,25.58834099
50.948899,60.306848898,23.830615826
54.782261,60.334898483,22.166274713
58.904043,60.359430284,20.620924574
63.335945,60.382969509,19.188243118
68.1013,60.400577158,17.84283955
73.225198,60.41650469,16.571746673
78.734614,60.435905862,15.424542326
84.658555,60.44611805,14.296687896
91.02821,60.456989028,13.298327615
97.877114,60.469853139,12.325417207
105.241324,60.479387425,11.424139921
113.159613,60.489343512,10.585632494
121.673669,60.49468668,9.7924895119
130.828317,60.500258318,9.0359176294
140.671754,60.507133415,8.3629977224
151.255806,60.510878281,7.7101128632
162.636194,60.515655539,7.0759697198
174.872836,60.520906775,6.50578069
188.030155,60.521458102,5.9628248238
202.177421,60.527219316,5.466649901
217.389119,60.52931912,4.9590912439
233.745336,60.532827726,4.5033093863
251.332183,60.532227479,4.0775090196
270.242253,60.534869792,3.6399088797
290.575105,60.537744035,3.2318158451
312.437787,60.53885336,2.882097292
335.945403,60.539454553,2.4936055008
361.221717,60.539216936,2.1542531413
388.399805,60.539974441,1.8047588934
417.622754,60.543051651,1.4552392152
449.044419,60.546296113,1.132276829
482.830229,60.544270984,0.80091266252
519.158062,60.546493501,0.49529241797
558.219178,60.54581794,0.16268741017
600.219227,60.545173906,-0.15199706607
645.379332,60.548055936,-0.46518105101
693.937253,60.547107631,-0.76878310723
746.148642,60.548947678,-1.1051963644
802.288381,60.545413855,-1.4085033398
862.652038,60.547511177,-1.7762550281
927.557418,60.548337041,-2.1113233191
997.346235,60.548346893,-2.459616507
1072.385919,60.544823534,-2.8503648715
1153.071539,60.546252745,-3.2209737877
1239.827893,60.545885364,-3.6228999939
1333.111739,60.545991177,-4.060421542
1433.414201,60.546723496,-4.4864266931
1541.263354,60.545127285,-4.9612344198
1657.227009,60.54438221,-5.4579756245
1781.915693,60.546411351,-5.9689490378
1915.985873,60.542822082,-6.51106106
2060.143406,60.541234363,-7.107946746
2215.147258,60.540605419,-7.7247962822
2381.8135,60.538991872,-8.3924435094
2561.019601,60.53778521,-9.1088317622
2753.709054,60.536982959,-9.8651048133
2960.896335,60.531419455,-10.65917613
3183.672253,60.540649588,-11.550131464
3423.209687,60.538609245,-12.40510349
3680.769761,60.538183888,-13.440874852
3957.708488,60.52713939,-14.47920132
4255.483905,60.530161231,-15.628083447
4575.663752,60.530865202,-16.813518659
4919.933722,60.521599571,-18.112623969
5290.106341,60.513107997,-19.543369907
5688.130508,60.512547689,-21.009483816
6116.101754,60.505397834,-22.669870785
6576.27328,60.500392539,-24.356743494
7071.067812,60.4955898,-26.253331684
7603.090363,60.489925401,-28.242315922
8175.141946,60.482847628,-30.414922331
8790.234319,60.476173279,-32.737001428
9451.605842,60.467173609,-35.261024254
10162.73853,60.457496046,-38.017112401
10927.376379,60.451027882,-40.953487745
11749.545084,60.435163205,-44.157837584
12633.573228,60.425572891,-47.659823853
13584.115076,60.407930558,-51.481684506
14606.175075,60.383194492,-55.644929407
15705.134205,60.347189011,-60.236303399
16886.778307,60.303366708,-65.250323255
18157.328544,60.240461965,-70.743947881
19523.474155,60.147952885,-76.877748713
20992.407676,60.01964115,-83.585846043
22571.862801,59.835945609,-91.017855408
24270.155104,59.570232567,-99.165722158
26096.225818,59.191556724,-108.06705016
28059.688906,58.668788585,-117.59222426
30170.881683,57.96512128,-127.62371722
32440.919233,57.100933629,-137.92084343
34881.752935,56.032203507,-148.10174574
37506.233381,54.777265984,-157.93194226
40328.178031,53.364981078,-167.32131479
43362.443964,51.822333806,-176.03144741
46625.006097,50.176720298,176.00994461
50133.041286,48.454874524,168.73024422
53905.018765,46.688681785,162.13748859
57960.797381,44.887483669,156.07868701
62321.730148,43.06084532,150.60859375
67010.776664,41.211954067,145.61827887
72052.623996,39.352403189,141.03599828
77473.816648,37.490253881,136.77812607
83302.896316,35.622325841,132.85343243
89570.552153,33.748896623,129.22075998
96309.782347,31.869512741,125.87086806
103556.06785,29.989538423,122.72364894
111347.55916,28.117716845,119.75773064
119725.27722,26.234611605,116.9319343
128733.32936,24.354024765,114.30009811
138419.14148,22.476594371,111.81807639
148833.70782,20.590838479,109.50021302
160031.85937,18.704449907,107.25053176
172072.55258,16.82887605,105.11314851
185019.17972,14.973873494,102.93700404
